name,window_shape,window_duration,window_overlap,window_len,number_parallel_jobs,number_cross_validations,my_test_size,audio_fs,downsample_factor,load_date_time,num_samples,sample_lens,freq1,freq2,stand2,classifier,params,mean_score,std_dev,acc,acc_dev
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Mag,FreqControl2,FeatureScaler2,K15N,None,0.6770079563252512,0.0015228861844391872,0.6814051031108004,0.0022719328905976832
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 10.0, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.0031622776601683794}",0.754998259966756,0.001339436439330044,0.7549807759524642,0.0013981125480601042
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,MLPClass1,None,0.7588904301514483,7.849238266327552e-05,0.7588255854596295,0.0
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,MLPClass2,None,0.7594398839140939,0.002098867034796059,0.7591751135966445,0.0020971688220901563
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,MLPClass3,None,0.7664694336163022,0.0029208323939649006,0.7663404404054526,0.0029709891646277353
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,K5N,None,0.6423688744320502,0.004732625296413939,0.647326109751835,0.00384480950716537
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,K10N,None,0.6500879142018086,0.0014177181695497754,0.6546662006291506,0.0017476406850751025
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FFT_Sq,FreqControl2,FeatureScaler2,K15N,None,0.6492027039194767,0.0001902008240284303,0.653792380286613,0.0005242922055225807
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 3.1622776601683795, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.0031622776601683794}",0.48174384119402924,0.005061404184506124,0.48234882908074095,0.005242922055225446
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,MLPClass1,None,0.4604745222078492,0.006317478904243501,0.4619014330653618,0.005417686123732973
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,MLPClass2,None,0.4611553587692666,0.0009071007595831959,0.4626004893393918,0.0008738203425375513
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,MLPClass3,None,0.4756947915439216,0.0001448297221207373,0.47675637888850053,0.00034952813701502605
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,K5N,None,0.4322311430630825,0.002766294853674911,0.4435512058720727,0.00489339391821042
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,K10N,None,0.41223967090204416,0.0023405968013633927,0.4229290457881859,0.002097168822090184
Concrete Tool Wear,hamming,0.05,0.5,551,4,2,0.5,11025,4,1709685383.0674062,5721,551,FreqControl1,FreqControl2,FeatureScaler2,K15N,None,0.4095984909998885,0.008985365461385508,0.4222299895141559,0.00419433764418034
