name,window_shape,window_duration,window_overlap,window_len,number_parallel_jobs,number_cross_validations,my_test_size,audio_fs,downsample_factor,load_date_time,num_samples,sample_lens,freq1,freq2,stand2,classifier,params,mean_score,std_dev,acc,acc_dev,f1 0,f1 1,f1 2,f1 3,f1 4,f1 5,f1 6,f1 7,f1 8,f1 9,f1 10,f1 11,f1 12,f1 13,f1 14,f1 15,f1 16,f1 17,f1 18,f1 19,f1 20,f1 21,f1 22,f1 23,f1 24,f1 25,f1 26,f1 27,f1 28,f1 29,f1 30,f1 31,f1 32,f1 33,f1 34,f1 35,f1 36,f1 37,f1 38,f1 39,acc 0,acc 1,acc 2,acc 3,acc 4,acc 5,acc 6,acc 7,acc 8,acc 9,acc 10,acc 11,acc 12,acc 13,acc 14,acc 15,acc 16,acc 17,acc 18,acc 19,acc 20,acc 21,acc 22,acc 23,acc 24,acc 25,acc 26,acc 27,acc 28,acc 29,acc 30,acc 31,acc 32,acc 33,acc 34,acc 35,acc 36,acc 37,acc 38,acc 39
Concrete Tool Wear,hamming,0.2,0.5,2205,40,40,0.7,11025,4,1713031125.1355865,1419,2205,FFT_Mag,FreqControl2,FeatureScaler2,rbf_svm,"[""{'rbf_svm__C': 100.0, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.00031622776601683794}""]",0.900243115761225,0.010545844244634216,0.9002766599597585,0.01058297382801602,0.8746312748599135,0.9128528128103612,0.8963384569322583,0.9125722842935002,0.9024516442212378,0.901364522417154,0.8972044065160585,0.8839987874502864,0.9066040707301237,0.9064797013437497,0.897518179683535,0.8983249047042671,0.8896807611770324,0.9071438209414996,0.8925949406358383,0.8791502334511204,0.9052473826409996,0.8994967982711314,0.8988361719759325,0.8825298836981377,0.9295956076443881,0.9067524550313296,0.8914328768337544,0.9137294783631295,0.9115322680540072,0.9059097608519945,0.9004279085157014,0.9063515079602668,0.9065756107178841,0.8973270750962651,0.8963358801704072,0.8877747414269123,0.8930080436123761,0.9054331632080069,0.8967907751551324,0.8969383961292623,0.8977378832894279,0.8995069085999519,0.9203219742905651,0.9012212767441009,0.8742454728370221,0.9134808853118712,0.8963782696177063,0.9124748490945674,0.9024144869215291,0.9014084507042254,0.89738430583501,0.8843058350100603,0.9064386317907445,0.9064386317907445,0.89738430583501,0.8983903420523138,0.8893360160965795,0.9074446680080482,0.892354124748491,0.8792756539235412,0.9054325955734407,0.8993963782696177,0.8983903420523138,0.8822937625754527,0.9295774647887324,0.9064386317907445,0.892354124748491,0.9134808853118712,0.9114688128772636,0.9064386317907445,0.9004024144869215,0.9064386317907445,0.9064386317907445,0.89738430583501,0.8963782696177063,0.8873239436619719,0.8933601609657947,0.9054325955734407,0.8963782696177063,0.89738430583501,0.8983903420523138,0.8993963782696177,0.920523138832998,0.9014084507042254
Concrete Tool Wear,hamming,0.2,0.5,2205,40,40,0.7,11025,4,1713031125.1355865,1419,2205,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass1,None,0.8877940005222772,0.013108462855000752,0.8877515090543259,0.013056953937571886,0.8636014215476409,0.9080293186739964,0.9023933753618595,0.8640718025957302,0.8936871117388553,0.8974706413730805,0.8659901643812967,0.8873816706800671,0.882510907992088,0.9082348363132158,0.8865476918155334,0.8814597487906431,0.8899342569757812,0.8859553253692448,0.8937347301978544,0.8792140299348778,0.8826095715797361,0.8739330058332507,0.8991159901818441,0.8657829256895787,0.9033714811937035,0.9051737667931841,0.8695310614527928,0.8954205064014261,0.882213933013257,0.9027165721656453,0.8817976585909436,0.8932229449842618,0.8743097017493153,0.8849760173424043,0.8865746739285223,0.8990559645892723,0.8802111662134059,0.9084979736575481,0.8621144205455628,0.8993561714006159,0.8957530957864094,0.8895256206136994,0.8997048751400119,0.8865738883029334,0.8631790744466801,0.9084507042253521,0.9024144869215291,0.8651911468812877,0.8933601609657947,0.89738430583501,0.8661971830985915,0.8873239436619719,0.8822937625754527,0.9084507042253521,0.886317907444668,0.8812877263581489,0.8893360160965795,0.886317907444668,0.8933601609657947,0.8782696177062375,0.8822937625754527,0.8732394366197183,0.8983903420523138,0.8661971830985915,0.903420523138833,0.9044265593561368,0.8702213279678068,0.8953722334004024,0.8822937625754527,0.903420523138833,0.8812877263581489,0.8933601609657947,0.8742454728370221,0.8853118712273642,0.886317907444668,0.8983903420523138,0.8802816901408451,0.9084507042253521,0.8621730382293763,0.8993963782696177,0.8963782696177063,0.8893360160965795,0.8993963782696177,0.8873239436619719
Concrete Tool Wear,hamming,0.2,0.5,2205,40,40,0.7,11025,4,1713031125.1355865,1419,2205,FFT_Mag,FreqControl2,FeatureScaler2,K5N,None,0.7054068906212556,0.019108113691888706,0.7108400402414488,0.017264424961689298,0.6594414452728022,0.7469178066633426,0.703829353756925,0.7084232099397975,0.717501835721888,0.7172068014617062,0.6928977016827725,0.6906165627962945,0.6953746868590157,0.7438911670897611,0.6972695557633873,0.7122693202488203,0.7185863889903891,0.7132274680288132,0.7164855840417778,0.6679740177295201,0.7187274777615048,0.6865817203302137,0.6970802259128721,0.7208576166785123,0.7297110289943661,0.6934321707716057,0.6942107446624567,0.6909251136050694,0.7171778311961492,0.6961670512977628,0.7232707942053681,0.6911134738658777,0.6972949592219116,0.6822528157417326,0.7412644889357218,0.6971447230929989,0.6862449251734336,0.7322422530501176,0.6915299130492557,0.7018137979934181,0.7187137287389721,0.7162331552536673,0.684362139036636,0.7060105702335863,0.6670020120724346,0.7505030181086519,0.710261569416499,0.7132796780684104,0.7203219315895373,0.7223340040241448,0.7002012072434608,0.6991951710261569,0.704225352112676,0.7474849094567404,0.7002012072434608,0.7152917505030181,0.7223340040241448,0.7193158953722334,0.7193158953722334,0.6770623742454729,0.7203219315895373,0.693158953722334,0.7022132796780685,0.7233400402414487,0.7323943661971831,0.6981891348088531,0.6981891348088531,0.6971830985915493,0.721327967806841,0.7022132796780685,0.7253521126760564,0.7012072434607646,0.704225352112676,0.6901408450704225,0.7434607645875252,0.7032193158953722,0.6971830985915493,0.7364185110663984,0.7032193158953722,0.7052313883299799,0.7203219315895373,0.7183098591549296,0.6951710261569416,0.7132796780684104
