name,window_shape,window_duration,window_overlap,window_len,number_parallel_jobs,number_cross_validations,my_test_size,audio_fs,downsample_factor,load_date_time,num_samples,sample_lens,freq1,freq2,stand2,classifier,params,mean_score,std_dev,acc,acc_dev,f1 0,f1 1,f1 2,f1 3,f1 4,f1 5,f1 6,f1 7,f1 8,f1 9,f1 10,f1 11,f1 12,f1 13,f1 14,f1 15,f1 16,f1 17,f1 18,f1 19,f1 20,f1 21,f1 22,f1 23,f1 24,f1 25,f1 26,f1 27,f1 28,f1 29,f1 30,f1 31,f1 32,f1 33,f1 34,f1 35,f1 36,f1 37,f1 38,f1 39,acc 0,acc 1,acc 2,acc 3,acc 4,acc 5,acc 6,acc 7,acc 8,acc 9,acc 10,acc 11,acc 12,acc 13,acc 14,acc 15,acc 16,acc 17,acc 18,acc 19,acc 20,acc 21,acc 22,acc 23,acc 24,acc 25,acc 26,acc 27,acc 28,acc 29,acc 30,acc 31,acc 32,acc 33,acc 34,acc 35,acc 36,acc 37,acc 38,acc 39
Concrete Tool Wear,hamming,0.08,0.5,440,40,40,0.7,5512,8,1713055033.1751704,3572,440,FFT_Mag,FreqControl2,FeatureScaler2,rbf_svm,"{'rbf_svm__C': 3.1622776601683795, 'rbf_svm__class_weight': 'balanced', 'rbf_svm__gamma': 0.0031622776601683794}",0.7966217779277838,0.006097777908640066,0.7968512594962016,0.006035060613382532,0.8049155954854861,0.7922505199243434,0.8037233825260742,0.797903906405914,0.7931637330197,0.8041721841560562,0.8013776080536249,0.7940927267617607,0.796137884844919,0.7825730878402316,0.7901905563316584,0.7934398567119155,0.7911766998630382,0.7901074165078793,0.809996133171592,0.797737204391292,0.7957286994726208,0.7854591087272208,0.8000140482706284,0.7985377648778121,0.7995863329397186,0.796433776990323,0.7988422236933732,0.7894635975000251,0.7965816471211026,0.8003432428145248,0.7934795889034375,0.7926213189298842,0.8011583406143287,0.8093806769537757,0.7932289712038041,0.8017889388141167,0.790040529147532,0.7948338160532954,0.8030321291336754,0.7970589299199385,0.807110275979528,0.7879420922072137,0.7944440717317235,0.7948024991162613,0.8052778888444622,0.7920831667333067,0.8044782087165134,0.7980807676929228,0.7928828468612555,0.804078368652539,0.8012794882047181,0.7936825269892043,0.7968812475009996,0.7824870051979208,0.7912834866053579,0.79328268692523,0.7912834866053579,0.790483806477409,0.8100759696121551,0.7980807676929228,0.7956817273090764,0.7860855657736905,0.8004798080767693,0.7980807676929228,0.8000799680127949,0.7964814074370252,0.7992802878848461,0.7908836465413834,0.7960815673730508,0.8008796481407437,0.79328268692523,0.7924830067972811,0.8008796481407437,0.8096761295481807,0.79328268692523,0.8024790083966413,0.7908836465413834,0.7944822071171531,0.8028788484606157,0.797281087564974,0.8072770891643343,0.7892842862854859,0.7948820471811275,0.795281887245102
Concrete Tool Wear,hamming,0.08,0.5,440,40,40,0.7,5512,8,1713055033.1751704,3572,440,FFT_Mag,FreqControl2,FeatureScaler2,MLPClass1,None,0.7840092298315916,0.0082829235326591,0.7845761695321871,0.008182318071593614,0.7882283866258306,0.7900617673723097,0.7932252526298512,0.7817525304610067,0.7785694451557066,0.7872213698413263,0.776256286226825,0.7831148459401888,0.7820315041904612,0.7852117462575611,0.7810345465230938,0.7781253607717353,0.7777160380024107,0.7835060844998285,0.7787292158933216,0.7847299631565517,0.7804955877323648,0.78776700484371,0.7824527305336263,0.7780560139898814,0.7845279503287048,0.7875692218698714,0.7873747068880309,0.7705153858597775,0.7936851976232157,0.8017954432749859,0.7805207836426235,0.7819170202166593,0.7973902755968725,0.800644674330056,0.7788827657389189,0.7834443148362462,0.7762027698009083,0.7607338516724039,0.7942694788774585,0.7761317496773952,0.7983022523232132,0.7784101136406413,0.7750050171184838,0.7947605392996081,0.7888844462215114,0.7900839664134346,0.7936825269892043,0.7824870051979208,0.7784886045581767,0.7864854058376649,0.7768892443022791,0.7828868452618952,0.7828868452618952,0.7852858856457418,0.7828868452618952,0.7788884446221511,0.7776889244302279,0.7844862055177929,0.7792882846861255,0.7852858856457418,0.7808876449420232,0.788484606157537,0.7832866853258696,0.7780887644942023,0.7852858856457418,0.7872850859656138,0.788484606157537,0.7716913234706118,0.7940823670531787,0.8024790083966413,0.7808876449420232,0.7824870051979208,0.7976809276289484,0.8012794882047181,0.7788884446221511,0.7844862055177929,0.7780887644942023,0.7608956417433027,0.7948820471811275,0.7772890843662535,0.7984806077568972,0.7796881247501,0.7764894042383047,0.7948820471811275
Concrete Tool Wear,hamming,0.08,0.5,440,40,40,0.7,5512,8,1713055033.1751704,3572,440,FFT_Mag,FreqControl2,FeatureScaler2,K5N,None,0.690172738368201,0.01274422614225091,0.6952918832467013,0.012095537812090188,0.683576878069217,0.6788873330620281,0.6949960395381177,0.6843141125350766,0.6675660977522327,0.6956891839348311,0.6890152478288701,0.6703609324871583,0.6767043911253307,0.6882528651401119,0.6830901590694166,0.7063410776185778,0.6876067746133409,0.6928584037963087,0.6967546819591575,0.673601810902707,0.7050844294827773,0.6873487427187323,0.711291810116167,0.7021707789460976,0.6881666352305235,0.6842821489581223,0.6592694170012289,0.676283750920057,0.6929058963354882,0.7096182969033474,0.6793892711556028,0.6949520180682406,0.7028574736926338,0.6958096750446477,0.687737457886774,0.6949095708944122,0.7316345034792476,0.6886041759549767,0.6884314031955503,0.6925720707554065,0.6897002123970157,0.6906095261632528,0.6946143436604828,0.6890499363347727,0.6889244302279088,0.6845261895241903,0.7001199520191923,0.6873250699720111,0.6729308276689324,0.7005197920831667,0.6933226709316274,0.6757297081167533,0.6837265093962415,0.6921231507397041,0.6905237904838065,0.7101159536185526,0.6921231507397041,0.6973210715713715,0.70171931227509,0.6793282686925229,0.7085165933626549,0.6945221911235506,0.7149140343862455,0.7057177129148341,0.6973210715713715,0.6885245901639344,0.6661335465813675,0.6857257097161136,0.6965213914434226,0.7157137145141943,0.686125549780088,0.6985205917632947,0.7057177129148341,0.7001199520191923,0.6929228308676529,0.6997201119552179,0.7357057177129148,0.6933226709316274,0.6929228308676529,0.6973210715713715,0.6933226709316274,0.696921231507397,0.698920431827269,0.6961215513794482
