application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,freq1,freq2,stand2,classifier,mean_score,std_dev,acc,acc_dev
Concrete Tool Wear,30,1422,0.5,0.2,0.5,hamming,FFT_outer,FreqControl2,FeatureScaler2,rbf_svm,0.7373726751788858,0.01280484329435659,0.7402719174871073,0.012306052272298825
Concrete Tool Wear,30,1422,0.5,0.2,0.5,hamming,FreqControl1,FreqControl2,FeatureScaler2,rbf_svm,0.3676574645428818,0.016286055771519176,0.3687763713080168,0.016254312476167276
